Date;Description;Distance (km);Time;Time (seconds);Speed (km/h);Best 250m (km/h);Best 500m (km/h);Best 1000m (km/h);Best 5km (km/h);Best 10km (km/h);Best 20km (km/h);Best 50km (km/h);Best 100km (km/h);Best 30 min (km/h);Best 1 h (km/h);Best 2 h (km/h);Best 3 h (km/h);Best 4 h (km/h);Best 5 h (km/h);Max gradient for 250 m (%);Max gradient for 500 m (%);Max gradient for 1000 m (%);Max gradient for 5 km (%);Max gradient for 10 km (%);Max gradient for 20 km (%)
lun. 08 février 2021 - 13:52;Sortie à vélo l'après-midi;5,41;15m 58s;958;20,34;28,13;26,09;25,35;21,10;;;;;;;;;;;2,16;1,68;1,23;0,33;;
lun. 08 février 2021 - 12:01;Sortie à vélo le midi;5,26;13m 03s;783;24,17;34,62;32,14;29,27;25,17;;;;;;;;;;;2,76;1,60;1,02;;;
lun. 01 février 2021 - 17:06;Retour boulot;5,33;14m 04s;844;22,72;34,62;32,73;31,58;23,56;;;;;;;;;;;2,28;1,80;1,28;0,30;;
lun. 01 février 2021 - 08:00;Aller boulot;5,42;19m 42s;1182;16,50;24,32;22,78;20,81;17,68;;;;;;;;;;;2,76;1,72;1,02;;;
mar. 26 janvier 2021 - 14:56;Retour boulot;5,32;14m 08s;848;22,58;33,33;29,51;27,69;23,72;;;;;;;;;;;5,88;3,62;2,40;0,28;;
mar. 26 janvier 2021 - 14:23;Aller boulot;5,30;15m 20s;920;20,74;28,13;26,47;24,32;21,69;;;;;;;;;;;2,76;1,72;1,02;;;
mar. 26 janvier 2021 - 13:22;Retour boulot;4,07;10m 49s;649;22,59;31,03;30,51;29,51;;;;;;;;;;;;2,36;1,82;1,30;;;
mar. 26 janvier 2021 - 12:30;Retour boulot;1,41;04m 30s;270;18,78;29,03;28,13;23,68;;;;;;;;;;;;1,92;1,54;0,60;;;
mar. 26 janvier 2021 - 08:22;Aller boulot;5,42;18m 51s;1131;17,24;36,00;31,58;26,09;18,16;;;;;;;;;;;2,80;1,72;1,02;;;
mar. 26 janvier 2021 - 08:22;Aller boulot;5,62;20m 57s;1257;16,11;36,00;31,58;26,09;18,18;;;;;;;;;;;2,80;2,34;1,26;0,08;;
dim. 17 janvier 2021 - 10:11;Sortie à vélo matinale;15,48;59m 28s;3568;15,62;42,86;36,73;31,58;22,58;15,17;;;;17,05;;;;;;4,68;4,06;2,50;0,69;0,17;
jeu. 14 janvier 2021 - 13:30;Sortie à vélo l'après-midi;7,74;21m 48s;1308;21,30;33,33;31,58;28,80;23,32;;;;;;;;;;;4,52;3,16;2,39;0,59;;
jeu. 14 janvier 2021 - 12:03;Sortie à vélo le midi;7,72;23m 13s;1393;19,95;28,13;26,09;23,84;20,98;;;;;;;;;;;2,00;1,40;1,02;0,11;;
lun. 11 janvier 2021 - 13:06;Retour boulot;5,50;15m 44s;944;20,96;34,62;33,33;32,14;23,53;;;;;;;;;;;2,28;1,80;1,39;0,45;;
lun. 11 janvier 2021 - 08:14;Aller boulot;5,32;14m 20s;860;22,25;36,00;33,33;30,77;22,90;;;;;;;;;;;2,80;1,70;1,02;;;
lun. 04 janvier 2021 - 12:27;Retour boulot;5,40;16m 16s;976;19,93;30,00;28,13;27,48;21,30;;;;;;;;;;;2,36;1,76;1,28;0,32;;
lun. 04 janvier 2021 - 08:41;Aller boulot;5,35;16m 54s;1014;18,99;29,03;28,57;25,35;21,43;;;;;;;;;;;2,72;1,72;1,02;;;
dim. 03 janvier 2021 - 12:47;Sortie à vélo le midi;2,31;15m 10s;910;9,13;29,03;27,69;21,69;;;;;;;;;;;;2,12;1,64;0,58;;;
mar. 29 décembre 2020 - 13:58;Hede Dinan aller retour avec les OLD PJ;74,22;03h 51m 55s;13915;19,20;42,86;34,62;28,35;25,79;24,71;22,86;19,77;;24,03;22,51;20,41;19,67;;;1,64;1,34;0,90;0,25;0,21;0,16
sam. 12 décembre 2020 - 14:57;Sortie à vélo l'après-midi;39,75;02h 30m 56s;9056;15,80;50,00;42,86;36,00;22,56;21,21;17,42;;;21,13;18,10;15,67;;;;8,44;7,96;4,01;0,95;0,48;0,27
jeu. 10 décembre 2020 - 13:49;Sortie à vélo l'après-midi;7,09;18m 14s;1094;23,32;34,62;33,33;31,30;24,93;;;;;;;;;;;2,88;2,02;1,41;0,37;;
jeu. 10 décembre 2020 - 12:19;Sortie à vélo le midi;7,65;22m 51s;1371;20,08;34,62;31,03;26,47;22,47;;;;;;;;;;;3,20;2,44;1,02;;;
sam. 05 décembre 2020 - 16:39;Sortie à vélo l'après-midi;16,77;41m 47s;2507;24,08;45,00;41,86;35,29;26,47;25,12;;;;24,43;;;;;;4,52;4,02;2,92;0,95;0,31;
sam. 28 novembre 2020 - 14:56;Sortie à vélo l'après-midi;28,53;01h 50m 01s;6601;15,56;40,91;39,13;36,00;24,73;20,70;16,18;;;20,59;17,29;;;;;4,84;3,80;2,74;0,78;0,44;0,17
jeu. 29 octobre 2020 - 18:11;Retour boulot;5,33;13m 39s;819;23,43;37,50;35,29;33,64;25,03;;;;;;;;;;;2,48;1,84;1,31;0,29;;
jeu. 29 octobre 2020 - 07:41;Aller boulot;5,32;15m 03s;903;21,20;29,03;27,69;25,17;22,14;;;;;;;;;;;2,76;1,70;1,02;;;
mer. 28 octobre 2020 - 17:58;Retour boulot;5,34;14m 36s;876;21,96;36,00;34,62;33,33;22,93;;;;;;;;;;;2,52;1,86;1,41;0,31;;
mer. 28 octobre 2020 - 08:04;Aller boulot;5,31;14m 30s;870;21,98;32,14;29,51;26,28;22,81;;;;;;;;;;;2,76;1,70;1,02;;;
mar. 27 octobre 2020 - 18:18;Retour boulot;5,38;14m 38s;878;22,05;32,14;30,51;29,27;23,14;;;;;;;;;;;2,56;1,80;1,32;0,29;;
mar. 27 octobre 2020 - 14:21;Sortie à vélo l'après-midi;5,15;15m 07s;907;20,44;39,13;33,96;26,87;20,67;;;;;;;;;;;4,40;3,86;2,25;0,64;;
mar. 27 octobre 2020 - 12:04;Sortie à vélo le midi;5,33;16m 43s;1003;19,11;30,00;27,27;23,84;20,25;;;;;;;;;;;3,08;2,94;1,64;;;
mar. 27 octobre 2020 - 08:18;Aller boulot;5,33;15m 52s;952;20,16;28,13;26,47;25,00;21,15;;;;;;;;;;;2,80;1,70;1,02;;;
lun. 26 octobre 2020 - 18:06;Sortie à vélo le soir;5,38;14m 27s;867;22,36;37,50;34,62;32,43;23,87;;;;;;;;;;;2,48;1,80;1,34;0,28;;
lun. 26 octobre 2020 - 07:58;Aller boulot;5,36;16m 03s;963;20,04;30,00;27,69;25,00;21,35;;;;;;;;;;;2,80;1,70;1,02;;;
sam. 24 octobre 2020 - 09:11;Sortie VTT avec Fabio;20,46;01h 47m 18s;6438;11,44;31,03;29,51;25,90;17,21;14,02;11,41;;;15,64;12,01;;;;;7,72;3,78;2,67;0,77;0,37;0,02
jeu. 22 octobre 2020 - 18:26;Retour boulot;4,23;15m 07s;907;16,80;31,03;30,51;29,03;;;;;;;;;;;;2,20;1,72;1,28;;;
jeu. 22 octobre 2020 - 07:41;Aller boulot;5,35;16m 56s;1016;18,94;27,27;25,00;22,36;19,74;;;;;;;;;;;2,64;1,60;1,09;;;
mar. 20 octobre 2020 - 12:20;Retour boulot;5,27;14m 14s;854;22,21;32,14;31,03;29,75;23,20;;;;;;;;;;;2,20;1,86;1,40;0,27;;
mar. 20 octobre 2020 - 08:02;Aller boulot;5,38;15m 15s;915;21,18;31,03;28,57;26,47;22,25;;;;;;;;;;;2,64;1,48;1,09;;;
lun. 19 octobre 2020 - 18:05;Retour boulot;5,31;14m 13s;853;22,41;32,14;31,03;29,51;23,50;;;;;;;;;;;2,20;1,76;1,33;0,27;;
lun. 19 octobre 2020 - 07:58;Aller boulot;5,33;13m 59s;839;22,88;33,33;30,51;27,69;24,29;;;;;;;;;;;2,64;1,58;1,09;;;
ven. 16 octobre 2020 - 18:15;Retour boulot;5,36;14m 58s;898;21,49;32,14;30,00;27,48;22,25;;;;;;;;;;;2,20;1,74;1,31;0,28;;
ven. 16 octobre 2020 - 07:37;Aller boulot;5,72;24m 36s;1476;13,94;33,33;29,51;26,67;20,83;;;;;;;;;;;2,68;2,30;1,26;0,08;;
mer. 14 octobre 2020 - 18:21;Retour boulot;5,36;17m 59s;1079;17,88;30,00;29,03;25,90;18,29;;;;;;;;;;;2,20;1,78;1,41;0,27;;
mer. 14 octobre 2020 - 07:31;Aller boulot;5,56;19m 08s;1148;17,45;33,33;30,51;27,07;18,52;;;;;;;;;;;2,64;2,24;1,09;0,02;;
mar. 13 octobre 2020 - 18:07;Retour boulot;5,35;16m 03s;963;20,01;30,00;28,57;27,07;21,40;;;;;;;;;;;2,20;1,78;1,34;0,29;;
mar. 13 octobre 2020 - 07:28;Aller boulot;5,37;17m 00s;1020;18,96;25,00;23,38;21,95;19,98;;;;;;;;;;;2,64;1,50;1,09;;;
lun. 12 octobre 2020 - 17:56;Retour boulot;5,46;19m 30s;1170;16,79;28,13;26,09;24,16;17,49;;;;;;;;;;;2,16;1,76;1,33;0,38;;
lun. 12 octobre 2020 - 13:39;Sortie à vélo l'après-midi;2,27;12m 44s;764;10,69;26,47;25,00;20,81;;;;;;;;;;;;3,08;2,10;0,84;;;
lun. 12 octobre 2020 - 07:35;Aller boulot;5,35;15m 40s;940;20,49;32,14;30,51;28,80;22,56;;;;;;;;;;;2,68;1,60;1,09;;;
dim. 11 octobre 2020 - 09:42;VTT;39,49;02h 50m 43s;10243;13,88;47,37;43,90;28,80;19,59;18,77;15,09;;;19,18;16,08;14,51;;;;8,00;4,86;3,61;0,98;0,40;0,28
jeu. 08 octobre 2020 - 17:48;Retour boulot;5,27;13m 40s;820;23,12;42,86;38,30;35,64;24,52;;;;;;;;;;;2,16;1,78;1,34;0,28;;
jeu. 08 octobre 2020 - 08:02;Aller boulot;5,35;14m 15s;855;22,54;31,03;30,51;25,90;23,47;;;;;;;;;;;2,68;1,60;1,09;;;
mer. 07 octobre 2020 - 18:02;Retour boulot;5,28;12m 56s;776;24,48;37,50;35,29;33,64;25,46;;;;;;;;;;;2,24;1,76;1,39;0,29;;
mer. 07 octobre 2020 - 13:58;Sortie à vélo l'après-midi;1,76;04m 38s;278;22,73;34,62;30,00;27,69;;;;;;;;;;;;2,36;1,92;0,60;;;
mer. 07 octobre 2020 - 12:07;Sortie à vélo le midi;2,00;05m 13s;313;23,01;30,00;26,47;24,16;;;;;;;;;;;;1,88;1,22;0,31;;;
mer. 07 octobre 2020 - 07:30;Aller boulot;5,38;16m 47s;1007;19,24;25,00;23,68;21,95;19,82;;;;;;;;;;;2,64;1,60;1,09;;;
mar. 06 octobre 2020 - 18:40;Retour boulot;5,30;14m 03s;843;22,65;34,62;33,96;32,73;24,06;;;;;;;;;;;2,20;1,86;1,38;0,28;;
mar. 06 octobre 2020 - 07:29;Aller boulot;5,42;17m 29s;1049;18,60;25,00;23,38;21,30;19,25;;;;;;;;;;;2,64;1,62;1,09;;;
lun. 05 octobre 2020 - 18:04;Retour boulot;5,33;16m 39s;999;19,20;33,33;32,14;26,67;20,04;;;;;;;;;;;2,20;1,76;1,39;0,30;;
lun. 05 octobre 2020 - 07:28;Aller boulot;5,70;18m 05s;1085;18,91;29,03;24,00;23,08;19,57;;;;;;;;;;;2,72;1,60;1,09;0,06;;
ven. 02 octobre 2020 - 18:13;Retour boulot;5,27;13m 10s;790;24,02;32,14;30,51;29,75;25,10;;;;;;;;;;;3,08;2,10;1,42;0,37;;
mar. 29 septembre 2020 - 18:03;Retour boulot;1,56;08m 12s;492;11,41;22,50;19,57;17,65;;;;;;;;;;;;1,80;1,54;0,88;;;
mar. 29 septembre 2020 - 07:29;Aller boulot;5,35;16m 52s;1012;19,04;30,00;27,27;24,00;19,89;;;;;;;;;;;2,68;1,54;1,09;;;
lun. 28 septembre 2020 - 18:17;Retour boulot;5,35;17m 16s;1036;18,61;32,14;30,51;26,47;19,38;;;;;;;;;;;2,16;1,84;1,42;0,28;;
lun. 28 septembre 2020 - 07:40;Aller boulot;5,32;14m 28s;868;22,06;34,62;32,14;28,13;22,96;;;;;;;;;;;2,64;1,60;1,09;;;
ven. 25 septembre 2020 - 17:39;Retour boulot;5,29;14m 31s;871;21,86;31,03;30,00;29,27;22,67;;;;;;;;;;;2,16;1,78;1,32;0,31;;
ven. 25 septembre 2020 - 07:45;Aller boulot;5,29;16m 38s;998;19,07;27,27;26,09;23,38;19,76;;;;;;;;;;;2,64;1,48;1,09;;;
mar. 22 septembre 2020 - 18:17;Retour boulot;5,34;16m 22s;982;19,59;30,00;29,51;27,69;20,07;;;;;;;;;;;2,16;1,78;1,36;0,28;;
mar. 22 septembre 2020 - 07:30;Aller boulot;5,38;15m 56s;956;20,25;29,03;27,69;24,83;21,00;;;;;;;;;;;2,64;1,60;1,09;;;
lun. 21 septembre 2020 - 18:40;Retour boulot;5,16;13m 39s;819;22,69;34,62;32,73;31,30;23,56;;;;;;;;;;;2,28;1,82;1,51;0,24;;
lun. 21 septembre 2020 - 07:31;Aller boulot;5,15;16m 00s;960;19,32;29,03;26,09;23,23;20,13;;;;;;;;;;;2,72;1,56;1,09;;;
ven. 18 septembre 2020 - 18:17;Retour boulot;5,14;13m 46s;826;22,41;32,14;30,51;30,25;23,23;;;;;;;;;;;2,24;1,82;1,48;0,25;;
ven. 18 septembre 2020 - 13:38;Sortie à vélo l'après-midi;2,87;10m 26s;626;16,53;29,03;25,00;21,95;;;;;;;;;;;;5,60;4,04;3,15;;;
ven. 18 septembre 2020 - 12:07;Sortie à vélo le midi;2,99;08m 09s;489;22,01;36,00;32,14;27,48;;;;;;;;;;;;2,40;0,62;;;;
ven. 18 septembre 2020 - 07:56;Aller boulot;5,14;14m 26s;866;21,35;33,33;31,03;26,87;22,39;;;;;;;;;;;2,72;1,52;1,09;;;
jeu. 17 septembre 2020 - 18:18;Retour boulot;5,21;18m 55s;1135;16,53;30,00;27,69;24,32;16,97;;;;;;;;;;;2,24;1,84;1,46;0,25;;
jeu. 17 septembre 2020 - 07:47;Aller boulot;5,18;15m 48s;948;19,69;31,03;29,03;25,53;20,41;;;;;;;;;;;2,68;1,46;1,09;;;
mer. 16 septembre 2020 - 18:05;Retour boulot;5,32;24m 23s;1463;13,09;26,47;24,66;19,89;13,35;;;;;;;;;;;2,20;1,82;1,45;0,31;;
mer. 16 septembre 2020 - 08:11;Aller boulot;5,21;15m 13s;913;20,54;31,03;28,57;25,71;21,84;;;;;;;;;;;2,68;1,58;1,09;;;
mar. 15 septembre 2020 - 23:09;Sortie à vélo nocturne;7,59;20m 51s;1251;21,85;36,00;31,58;28,13;23,97;;;;;;;;;;;3,68;2,54;1,47;0,49;;
mar. 15 septembre 2020 - 19:19;Velo;3,73;19m 17s;1157;11,61;37,50;32,73;28,35;;;;;;;;;;;;3,20;2,48;1,07;;;
mar. 15 septembre 2020 - 07:28;Aller boulot;5,19;16m 53s;1013;18,43;25,00;24,00;21,82;19,15;;;;;;;;;;;2,68;1,58;1,09;;;
lun. 14 septembre 2020 - 18:57;Retour boulot;5,06;11m 39s;699;26,06;37,50;36,00;35,29;26,39;;;;;;;;;;;2,28;1,78;1,51;0,24;;
lun. 14 septembre 2020 - 06:40;Aller boulot;5,11;15m 19s;919;20,00;29,03;26,47;23,38;20,59;;;;;;;;;;;2,68;1,58;1,09;;;
dim. 13 septembre 2020 - 09:25;Randonnée de Montreuil sûr isle avec Clément;31,75;01h 55m 49s;6949;16,45;36,00;29,03;26,67;22,22;20,70;15,82;;;20,48;16,71;;;;;8,00;5,92;2,82;0,60;0,30;0,18
jeu. 10 septembre 2020 - 13:39;Sortie à vélo l'après-midi;3,70;14m 10s;850;15,69;32,14;27,69;24,83;;;;;;;;;;;;4,12;3,66;2,05;;;
jeu. 10 septembre 2020 - 12:00;Sortie à vélo le midi;4,97;14m 46s;886;20,20;37,50;28,13;24,49;;;;;;;;;;;;1,32;0,82;0,53;;;
jeu. 10 septembre 2020 - 08:07;Aller boulot;5,11;13m 22s;802;22,94;39,13;36,00;33,33;23,90;;;;;;;;;;;2,72;1,48;1,09;;;
mar. 08 septembre 2020 - 18:08;Retour boulot;5,39;25m 27s;1527;12,71;26,47;24,32;22,09;12,79;;;;;;;;;;;2,24;1,86;1,45;0,39;;
mar. 08 septembre 2020 - 07:29;Aller boulot;5,18;15m 56s;956;19,52;29,03;26,47;25,17;20,55;;;;;;;;;;;2,68;1,58;1,09;;;
lun. 07 septembre 2020 - 18:03;Retour boulot;5,16;17m 45s;1065;17,43;30,00;28,13;24,83;18,13;;;;;;;;;;;2,24;1,80;1,46;0,24;;
lun. 07 septembre 2020 - 09:39;Aller boulot;5,09;14m 05s;845;21,69;32,14;29,03;26,09;22,84;;;;;;;;;;;2,72;1,58;1,09;;;
dim. 06 septembre 2020 - 09:11;Randonnée de Liffré avec Eric;27,13;02h 02m 22s;7342;13,30;39,13;33,96;27,48;19,52;14,34;13,88;;;16,23;14,46;13,33;;;;9,24;7,38;4,67;0,78;0,47;0,06
ven. 04 septembre 2020 - 18:06;Retour boulot;5,17;13m 28s;808;23,03;32,14;31,03;30,00;23,87;;;;;;;;;;;2,24;1,72;1,51;0,24;;
ven. 04 septembre 2020 - 08:01;Aller boulot;5,12;14m 02s;842;21,88;31,03;29,03;26,87;22,64;;;;;;;;;;;2,72;1,56;1,09;;;
jeu. 03 septembre 2020 - 18:29;Retour boulot;5,15;12m 23s;743;24,95;37,50;36,73;34,29;25,90;;;;;;;;;;;2,24;1,78;1,50;0,24;;
jeu. 03 septembre 2020 - 07:51;Aller boulot;5,17;13m 45s;825;22,55;32,14;30,00;26,87;23,35;;;;;;;;;;;2,72;1,58;1,09;;;
mer. 02 septembre 2020 - 18:22;Retour boulot;5,18;16m 05s;965;19,32;33,33;32,14;27,91;19,93;;;;;;;;;;;2,24;1,80;1,46;0,24;;
mer. 02 septembre 2020 - 08:09;Aller boulot;5,13;13m 15s;795;23,21;37,50;34,62;31,86;24,32;;;;;;;;;;;2,76;1,48;1,09;;;
lun. 31 août 2020 - 18:15;Retour boulot;5,14;13m 34s;814;22,75;32,14;31,58;30,00;23,56;;;;;;;;;;;2,28;1,72;1,50;0,23;;
lun. 31 août 2020 - 08:09;Aller boulot;5,15;13m 51s;831;22,32;36,00;33,33;30,51;23,75;;;;;;;;;;;2,68;1,58;1,09;;;
ven. 28 août 2020 - 18:02;Retour boulot;5,10;13m 47s;827;22,22;37,50;33,96;31,58;22,99;;;;;;;;;;;2,28;1,72;1,50;0,23;;
ven. 28 août 2020 - 08:28;Aller boulot;5,12;14m 09s;849;21,70;33,33;30,51;26,28;22,76;;;;;;;;;;;2,68;1,46;1,09;;;
jeu. 27 août 2020 - 14:01;Retour boulot;5,13;13m 59s;839;22,00;34,62;32,14;29,75;22,84;;;;;;;;;;;2,28;1,74;1,48;0,23;;
jeu. 27 août 2020 - 08:27;Aller boulot;5,15;15m 24s;924;20,07;30,00;27,69;24,49;20,98;;;;;;;;;;;2,68;1,56;1,09;;;
mer. 26 août 2020 - 18:19;Retour boulot;5,13;13m 54s;834;22,15;36,00;34,62;33,33;22,99;;;;;;;;;;;2,36;1,74;1,49;0,24;;
mer. 26 août 2020 - 08:33;Aller boulot;5,33;32m 14s;1934;9,93;30,00;27,69;24,32;21,05;;;;;10,37;;;;;;2,72;2,48;1,09;;;
mar. 25 août 2020 - 17:50;Retour boulot;5,15;13m 25s;805;23,05;40,91;38,30;36,73;23,87;;;;;;;;;;;2,28;1,74;1,49;0,25;;
mar. 25 août 2020 - 08:15;Aller boulot;5,30;19m 18s;1158;16,48;28,13;25,00;22,22;19,57;;;;;;;;;;;2,68;2,52;1,09;0,00;;
lun. 24 août 2020 - 18:09;Retour boulot;5,16;13m 40s;820;22,64;40,91;37,50;31,03;23,81;;;;;;;;;;;2,28;1,78;1,49;0,24;;
lun. 24 août 2020 - 08:42;Aller boulot;5,24;14m 39s;879;21,44;30,00;30,00;28,13;22,44;;;;;;;;;;;2,68;1,58;1,09;;;
dim. 23 août 2020 - 09:35;Sortie à vélo matinale;37,01;02h 21m 11s;8471;15,73;50,00;47,37;32,73;20,11;19,05;17,09;;;19,37;17,78;15,98;;;;8,16;5,08;3,41;0,85;0,43;0,23
jeu. 20 août 2020 - 18:32;Retour boulot;5,16;13m 17s;797;23,32;33,33;32,73;31,03;24,42;;;;;;;;;;;2,28;1,78;1,49;0,24;;
jeu. 20 août 2020 - 08:06;Aller boulot;5,18;15m 52s;952;19,58;29,03;26,87;24,66;21,13;;;;;;;;;;;2,68;2,24;1,09;;;
mar. 18 août 2020 - 18:16;Retour boulot;5,15;13m 16s;796;23,31;39,13;37,50;36,36;24,42;;;;;;;;;;;2,24;1,78;1,48;0,24;;
mar. 18 août 2020 - 13:58;Sortie à vélo l'après-midi;2,87;09m 33s;573;18,06;32,14;30,00;25,35;;;;;;;;;;;;5,68;4,06;3,17;;;
mar. 18 août 2020 - 12:23;Sortie à vélo le midi;3,43;18m 57s;1137;10,87;33,33;26,87;21,56;;;;;;;;;;;;3,00;2,34;0,76;;;
mar. 18 août 2020 - 08:31;Aller boulot;5,39;18m 48s;1128;17,22;32,14;30,51;28,13;23,90;;;;;;;;;;;2,68;2,48;1,09;0,04;;
dim. 16 août 2020 - 09:31;Sortie à vélo matinale avec Clément;30,06;02h 15m 19s;8119;13,33;37,50;36,00;32,43;20,93;15,96;13,70;;;15,78;14,79;13,05;;;;8,08;4,22;2,47;0,73;0,42;0,24
mer. 29 juillet 2020 - 18:12;Retour boulot;5,17;16m 56s;1016;18,31;34,62;32,14;27,27;19,11;;;;;;;;;;;2,28;1,82;1,46;0,25;;
mer. 29 juillet 2020 - 08:07;Aller boulot;5,12;12m 53s;773;23,86;32,14;30,51;30,00;25,03;;;;;;;;;;;2,68;1,58;1,09;;;
ven. 24 juillet 2020 - 12:23;Retour boulot;5,16;13m 41s;821;22,63;33,33;32,14;30,25;23,94;;;;;;;;;;;2,24;1,78;1,48;0,24;;
ven. 24 juillet 2020 - 07:55;Allez boulot;5,15;15m 17s;917;20,24;31,03;29,03;25,35;21,45;;;;;;;;;;;2,68;1,58;1,09;;;
mer. 22 juillet 2020 - 17:54;Sortie à vélo l'après-midi avec Fred;27,99;01h 49m 49s;6589;15,29;42,86;36,73;33,33;18,89;18,26;15,75;;;18,14;15,78;;;;;8,12;4,28;2,41;0,85;0,41;0,24
mar. 21 juillet 2020 - 19:07;Sortie à vélo le soir;1,59;11m 02s;662;8,66;17,31;16,82;13,09;;;;;;;;;;;;2,00;0,98;0,40;;;
mar. 21 juillet 2020 - 14:01;Sortie à vélo l'après-midi;5,33;20m 47s;1247;15,40;27,27;23,68;21,56;15,97;;;;;;;;;;;2,24;1,74;1,46;0,47;;
mar. 21 juillet 2020 - 12:37;Sortie à vélo le midi;5,07;16m 35s;995;18,36;30,00;27,27;26,47;18,97;;;;;;;;;;;2,76;1,48;1,09;;;
dim. 19 juillet 2020 - 09:03;Sortie à vélo matinale;36,00;02h 06m 22s;7582;17,09;60,00;56,25;39,13;21,58;19,43;17,72;;;19,46;18,60;16,99;;;;6,36;5,46;4,43;1,21;0,55;0,23
sam. 18 juillet 2020 - 10:35;Sortie à vélo matinale;20,19;01h 19m 56s;4796;15,15;40,91;39,13;32,73;22,14;17,89;15,32;;;18,25;15,39;;;;;5,44;3,98;2,43;0,81;0,36;0,02
jeu. 16 juillet 2020 - 18:40;Retour boulot;5,15;14m 27s;867;21,39;34,62;33,33;30,77;22,47;;;;;;;;;;;2,24;1,78;1,48;0,24;;
jeu. 16 juillet 2020 - 08:07;Aller boulot;5,25;14m 51s;891;21,22;37,50;34,62;31,30;23,68;;;;;;;;;;;2,72;1,58;1,09;;;
mer. 15 juillet 2020 - 17:58;Retour boulot;5,16;19m 03s;1143;16,24;29,03;24,32;23,68;16,78;;;;;;;;;;;2,24;1,72;1,45;0,27;;
mer. 15 juillet 2020 - 08:09;Aller boulot;5,18;16m 16s;976;19,11;27,27;25,35;23,68;20,39;;;;;;;;;;;3,60;2,16;1,20;;;
lun. 13 juillet 2020 - 09:30;Bozel - Champagny le haut - 2 (1500);15,89;43m 19s;2599;22,01;69,23;60,00;55,38;40,82;33,74;;;;27,25;;;;;;8,96;6,46;5,37;0,03;;
lun. 13 juillet 2020 - 08:11;Bozel - Champagny le haut - 1 (1500);9,27;01h 10m 11s;4211;7,93;20,45;20,00;18,27;8,23;;;;;8,54;7,78;;;;;12,36;10,42;9,50;7,83;;
ven. 10 juillet 2020 - 09:11;Sortie à vélo matinale;2,64;17m 57s;1077;8,82;31,03;28,13;22,22;;;;;;;;;;;;8,32;4,90;2,12;;;
dim. 05 juillet 2020 - 09:11;Sortie à vélo matinale;49,58;04h 30m 17s;16217;11,01;60,00;56,25;52,17;41,19;39,00;32,79;;;35,21;24,40;15,01;12,39;11,00;;12,52;11,30;9,94;8,17;6,96;6,52
dim. 05 juillet 2020 - 09:11;Bozel - Col de la Loze (2304);49,65;04h 30m 17s;16217;11,02;60,00;56,25;52,17;41,19;39,00;32,82;;;35,24;24,44;15,04;12,40;11,01;;12,32;11,22;10,07;8,16;6,94;6,52
sam. 04 juillet 2020 - 08:56;Bozel - La Cour (1527);21,52;02h 07m 10s;7630;10,15;50,00;48,65;43,90;32,73;25,57;9,93;;;21,34;13,56;9,92;;;;14,00;12,56;12,26;9,79;7,43;0,16
ven. 03 juillet 2020 - 18:33;Sortie à vélo le soir;3,94;18m 56s;1136;12,49;25,00;24,32;20,00;;;;;;;;;;;;8,36;6,98;4,06;;;
mar. 30 juin 2020 - 18:24;Retour boulot;5,15;12m 46s;766;24,18;40,91;36,00;34,29;25,28;;;;;;;;;;;5,04;3,08;2,22;0,23;;
mar. 30 juin 2020 - 08:09;Allez boulot;5,16;15m 11s;911;20,39;30,00;28,13;25,53;21,87;;;;;;;;;;;2,68;1,60;1,09;;;
lun. 29 juin 2020 - 13:41;Sortie à vélo l'après-midi;3,86;10m 12s;612;22,68;36,00;33,33;31,03;;;;;;;;;;;;2,32;1,82;1,50;;;
lun. 29 juin 2020 - 12:04;Sortie à vélo le midi;3,89;11m 44s;704;19,90;29,03;27,27;23,84;;;;;;;;;;;;1,72;1,46;1,09;;;
mer. 24 juin 2020 - 13:45;Sortie à vélo l'après-midi;4,91;24m 35s;1475;11,99;21,95;21,69;18,65;;;;;;;;;;;;3,08;2,10;1,59;;;
mer. 24 juin 2020 - 12:00;Sortie à vélo le midi;4,83;18m 51s;1131;15,36;27,27;23,38;19,35;;;;;;;;;;;;3,44;2,08;1,16;;;
mar. 23 juin 2020 - 17:55;Retour boulot;5,18;18m 40s;1120;16,65;29,03;28,57;26,28;17,27;;;;;;;;;;;2,28;1,78;1,45;0,24;;
mar. 23 juin 2020 - 07:51;Allez boulot;5,32;20m 10s;1210;15,83;33,33;31,03;27,69;17,86;;;;;;;;;;;2,68;2,48;1,09;0,04;;
lun. 22 juin 2020 - 12:28;Sortie à vélo le midi;9,79;01h 02m 56s;3776;9,34;34,62;31,58;28,80;23,72;;;;;6,60;8,82;;;;;6,44;4,62;3,22;0,99;;
sam. 20 juin 2020 - 14:34;Sortie à vélo l'après-midi;45,72;02h 32m 22s;9142;18,01;47,37;41,86;35,29;25,75;20,57;18,44;;;20,36;18,00;17,58;;;;8,44;8,02;4,22;0,88;0,61;0,26
dim. 07 juin 2020 - 09:24;Sortie avec Clément et Benj;31,76;02h 35m 07s;9307;12,29;34,62;31,03;24,00;17,77;15,65;13,19;;;15,77;14,44;12,49;;;;9,04;4,76;2,70;0,72;0,38;0,25
mer. 03 juin 2020 - 13:45;Sortie à vélo l'après-midi;8,35;23m 15s;1395;21,56;34,62;33,33;31,03;24,29;;;;;;;;;;;5,16;3,54;2,77;0,88;;
